stop_name,vehicle_type,route_nr,route_name
Gafset,700,420,Frøya via Orkanger og Hitra
Gafset,700,420,Trondheim S
Gafset,700,420,Trondheim via Fillan og Orkanger
Gafset,700,470,Kyrksæterøra
Gafset,700,470,Trondheim S
Gafset,700,470,Aure
Gafset,700,5002,Melhus skysst. via Gimse skole
Gafset,700,5002,Melhus skysstasjon
Gafset,700,5002,Ilhaugen
Gafset,700,5002,Øysand
Gafset,700,5002,Melhus via Buvik skole
Gammel-lina,700,20,Romolslia via Strindh.-Ladeham.
Gammel-lina,700,20,Grillstad via Sluppen-Ladehammeren
Gammel-lina,700,20,Grillstad via Tempeveien-Ladeham.
Gammelgarden,700,5002,Ilhaugen
Gammelgarden,700,5002,Melhus via Buvik skole
Gammelgarden,700,5109,Skaun u.skole via Buvik skole
Gammelgarden,700,5109,Buvikkrysset
Gammelgarden,700,5109,Sagberget
Gammelgarden,700,5109,Lereggen
Gammelgarden,700,5109,Ilhaugen
Gammelgarden,700,515,Buvikkrysset
Gammelgarden,700,515,Ilhaugen
Gartnerhallen,700,10,Ratesvingen via Strindheim
Gartnerhallen,700,10,Sæterbakken via sentrum
Gartnerhallen,700,10,Rate via Strindheim
Gartnerhallen,700,10,Sjetnmarka via Strindheim
Gartnerhallen,700,10,Vikåsen via sentrum-Strindheim
Gartnerhallen,700,10,Sjetnmarka
Gartnerhallen,700,10,Rate
Gartnerhallen,700,113,Granåslia via Moholt
Gartnerhallen,700,15,Torgård via Nidarvoll-Tiller
Gartnerhallen,700,15,Østmarka via Tillerring-Strindh.
Gartnerhallen,700,15,Østmarka via Nidarvoll-Strindh.
Gartnerhallen,700,15,Torgård via Strindheim-Nidarvoll
Geilmunnet,700,78,Spongdal via Ringvål
Geilmunnet,700,78,Spongdal via Mebygda
Geilmunnet,700,78,Ringvål
Gildheim,700,107,Fortunalia via Reppe-Vikåsen
Gildheim,700,116,Stjørdal via Strindh.-Hommelvik
Gildheim,700,14,Strindheim via Brundalen
Gildheim,700,14,Lerkendal via Brundalen
Gildheim,700,14,A Strindheim via Jakobsli
Gildheim,700,14,Tempe via Brundalen/Jakobsli
Gildheim,700,14,A Tempe via Jakobsli
Gildheim,700,1,Kattem via Strindheim-sentrum
Gildheim,700,1,Ranheim via Tiller-sentrum
Gildheim,700,25,Hurtigbåtterm. via Singsaker
Gildheim,700,25,Vikåsen via Singsaker
Gildheim,700,311,Siemens via Trondheim S
Gildheim,700,311,Trondheim via Trh. lufthavn
Gildheim,700,311,Trondheim via Tangen
Gildheim,700,311,Siemens via Hommelvik
Gildheim,700,311,Stjørdal stasjon
Gildheim,700,311,Fosslia fjell. via Stjørdal st.
Gildheim,700,311,Stjørdal
Gildheim,700,311,Stjørdal st. via Hommelvik
Gildheim,700,311,Stjørdal via Trh. lufthavn
Gildheim,700,430,Selbu skysstasjon
Gildheim,700,430,Selbu skysstasjon via Geving
Gildheim,700,430,Væktarstua via Geving
Gildheim,700,430,Væktarstua
Gildheim,700,430,St. Olavs Hospital
Gildheim,700,430,St. Olavs via Geving
Gildheim,700,70,Strindheim via Hommelvik
Gildheim,700,70,Strindheim
Gildheim,700,70,Stjørdal via Hommelvik
Gildheim,700,70,Hommelvik
Gildheim,700,70,Stjørdal via Strindh.-Hommelvik
Gildheim,700,70,Marienborg via Hommelvik-Strindh
Gildheim,700,70,Marienborg via Strindh.-sentrum
Gildheim,700,70,Marienborg
Gildheim,700,70,E Marienborg via Hommelvik-E6
Gildheim,700,70,B Marienborg via Dyre Halses gt.
Gildheim,700,70,D Hommelvik via Dyre Halses gt.
Gildheim,700,79,Vikhammeråsen
Gildheim,700,79,Strindheim via Vikelvveien
Gildheim,700,79,Vikhammeråsen via Dyre Halses gt
Gildheim,700,79,Sluppen via Gildheim-Dyre H. gt.
Gildheim,700,79,Lerkendal via Gildheim-Dyre H.
Gildheim,700,79,Strindheim via Nedre Humlehaugen
Gisvold,700,112,Sandmoen / Klæbu via Nidarvoll
Gisvold,700,73,Tempe
Gisvold,700,73,Klæbu
Gisvold,700,73,Klæbu - Sørborgen skole
Gisvold,700,74,Flatjord
Gisvold,700,74,Spillebakken
Gisvold,700,74,Tempe
Gløshaugen,700,113,Strindheim via Moholt
Gløshaugen,700,113,Granåslia via Moholt
Gløshaugen,700,22,Tyholt via Othilienborg-sentrum
Gløshaugen,700,22,Vestlia via sentrum-Othilienborg
Gløshaugen,700,3,Hallset via sentrum
Gløshaugen,700,3,Lohove via sentrum
Gogstadbakken,700,114,Spongdal
Gogstadbakken,700,21,Trolla via sentrum - Ila
Gogstadbakken,700,21,Pirbadet via Ila-sentrum
Grandli,700,80,Lohove via Brandhaugen
Grandli,700,80,Lohove via Brandhaugen-Vikåsen
Grandli,700,80,Kuset via Brandhaugen
Granhaugan,700,103,Sjetnmarka via Kroppanmarka
Granhaugan,700,10,Sæterbakken via sentrum
Granhaugan,700,10,Sjetnmarka via Strindheim
Granhaugan,700,10,Sjetnmarka
Granhaugan,700,24,Trondheim S via Okstad østre
Granhaugan,700,24,Trondheim S
Granhaugan,700,24,Sjetnmarka via Kroppanm.-Okstad
Granhaugan,700,45,Sandmoen via Tillerringen
Granhaugan,700,45,Tonstadkrysset
Granhaugan,700,45,Sjetnmarka via Tillerringen
Granhaugan,700,45,Sjetnmarka
Granhaugan,700,45,Sandmoen via Tonstadkrysset
Granåsen VM-anlegget,700,101,Flatåsen via Byåsen
Granåsen VM-anlegget,700,23,Sandmoen via Flatåsen
Granåsen VM-anlegget,700,23,Hallset via Flatåsen
Granåsen VM-anlegget,700,23,Sandmoen via St. Olavs H-Byåsen
Granåsen VM-anlegget,700,23,Pirbadet
Granåsen VM-anlegget,700,23,Hallset
Granåsen VM-anlegget,700,50,Sandmoen via Saupstad-Heimdal
Granåsen VM-anlegget,700,50,Sverresborg via Flatåsen-Byåsen
Granåsen VM-anlegget,700,50,Heimdal
Granåsen VM-anlegget,700,52,St. Olavs H. via Flatåsen-Byåsen
Granåsen VM-anlegget,700,52,Saupstad via Byåsen-Heimdal
Granåsen VM-anlegget,700,53,Sandmoen via Flatåsen
Granåsen gård,700,10,Ratesvingen via Strindheim
Granåsen gård,700,10,Sæterbakken via sentrum
Granåsen gård,700,10,Rate via Strindheim
Granåsen gård,700,10,Sjetnmarka via Strindheim
Granåsen gård,700,10,Vikåsen via sentrum-Strindheim
Granåsen gård,700,10,Sjetnmarka
Granåsen gård,700,10,Rate
Granåsen gård,700,113,Granåslia via Moholt
Granåsvegen,700,15,Torgård via Nidarvoll-Tiller
Granåsvegen,700,15,Østmarka via Tillerring-Strindh.
Granåsvegen,700,15,Østmarka via Nidarvoll-Strindh.
Granåsvegen,700,15,Torgård via Strindheim-Nidarvoll
Grilstadkleiva,700,106,Værestrøa via Lade
Grilstadkleiva,700,1,Kattem via Strindheim-sentrum
Grilstadkleiva,700,1,Ranheim via Tiller-sentrum
Grilstadkleiva,700,201,Vikåsen
Grilstadkleiva,700,201,Grillstadkleiva via Værestrøa
Grilstadkleiva,700,201,Grilstadkleiva
Grilstadkleiva,700,20,Grillstad via Sluppen-Ladehammeren
Grilstadkleiva,700,20,Grillstad via Tempeveien-Ladeham.
Grilstadkleiva,700,54,Sandmoen via Lade-sentrum
Grindan,700,114,Spongdal
Grindan,700,208,Spongdal skole
Grindan,700,209,Spongdal skole
Grindan,700,210,Spongdal skole
Grindan,700,210,Lauglo
Grindan,700,217,Lund
Grindan,700,75,Spongdal via Klefstadhaugen
Grindan,700,75,Trondheim S via Spongdalsvegen
Grindan,700,75,Trondheim S via Rye skole
Grindan,700,75,Rye skole via Spongdalsvegen
Grindan,700,78,Spongdal via Mebygda
Grindan,700,78,Heimdal via Mebygda
Grønlia,700,26,Skistua
Grønlia,700,26,Sentrum
Grøset søndre,700,208,Spongdal skole
Grøset søndre,700,208,Rye skole
Grøset søndre,700,217,Lund
Grøset søndre,700,75,Spongdal via Klefstadhaugen
Grøset søndre,700,75,Trondheim S via Spongdalsvegen
Grøset søndre,700,75,Trondheim S via Rye skole
Gudruns gate,700,12,Øya via Strindh.-sentrum
Gudruns gate,700,12,Dragvoll via Strindheim
Gyldenløves gate,700,25,Hurtigbåtterm. via Singsaker
Gyldenløves gate,700,25,Vikåsen via Singsaker
Gyldenløves gate,700,28,Ilsvika via Singsaker
Gyldenløves gate,700,28,Pirbadet via Singsaker
Haakon VII gate 25,700,15,Torgård via Nidarvoll-Tiller
Haakon VII gate 25,700,15,Østmarka via Tillerring-Strindh.
Haakon VII gate 25,700,15,Østmarka via Nidarvoll-Strindh.
Haakon VII gate 25,700,15,Torgård via Strindheim-Nidarvoll
Haakon VII gate 25,700,2,Lund via Lade-sentrum-Kolstad
Haakon VII gate 25,700,2,Strindheim via Kolstad-sentrum
Haakon VII gate 25,700,2,Husebytunet via sentrum
Haakon VII gate 25,700,2,Midteggen via sentrum
Haakon VII gate 25,700,2,Strindheim via sentrum-Lade
Hagen,700,45,Sandmoen via Tillerringen
Hagen,700,45,Tonstadkrysset
Hagen,700,45,Sjetnmarka via Tillerringen
Hagen,700,45,Sjetnmarka
Hallansvingen,700,5001,Gimse skole
Hallfred Høyems veg,700,10,Ratesvingen via Strindheim
Hallfred Høyems veg,700,10,Sæterbakken via sentrum
Hallfred Høyems veg,700,10,Rate via Strindheim
Hallfred Høyems veg,700,10,Sjetnmarka via Strindheim
Hallfred Høyems veg,700,10,Vikåsen via sentrum-Strindheim
Hallfred Høyems veg,700,10,Sjetnmarka
Hallfred Høyems veg,700,10,Rate
Hallfred Høyems veg,700,113,Granåslia via Moholt
Hallfred Høyems veg,700,15,Torgård via Nidarvoll-Tiller
Hallfred Høyems veg,700,15,Østmarka via Tillerring-Strindh.
Hallfred Høyems veg,700,15,Østmarka via Nidarvoll-Strindh.
Hallfred Høyems veg,700,15,Torgård via Strindheim-Nidarvoll
Hallset,700,105,Buenget
Hallset,700,23,Sandmoen via Flatåsen
Hallset,700,23,Hallset via Flatåsen
Hallset,700,23,Hallset
Hallset,700,3,Hallset via sentrum
Hallset,700,3,Lohove via sentrum
Hallset,700,42,Munkvoll
Hallset,700,42,Buenget
Hallset,700,52,St. Olavs H. via Flatåsen-Byåsen
Hallset,700,52,Saupstad via Byåsen-Heimdal
Hallset,700,53,Sandmoen via Flatåsen
Halstein gård,700,45,Sandmoen via Tillerringen
Halstein gård,700,45,Tonstadkrysset
Halstein gård,700,45,Sandmoen via Tonstadkrysset
Halstein gård,700,45,Sjetnmarka via Tillerringen
Hammersborg,700,108,Stavset
Hammersborg,700,11,Stavset via sentrum
Hammersborg,700,11,Risvollan via sentrum
Hammersborg,700,11,Stavset
Hammersborg,700,50,Sandmoen via Saupstad-Heimdal
Hangeråsen,700,114,Spongdal
Hangeråsen,700,209,Spongdal skole
Hangeråsen,700,209,Haugrønning
Hangeråsen,700,212,Spongdal
Hangeråsen,700,76,Spongdal via Hangerslettvegen
Hangeråsen,700,76,Flakkråa via Hangerslettvegen
Hangeråsen,700,76,Rye via Hangerslettvegen
Hangeråsen,700,76,Flakkråa via Rye skole
Hangeråsen,700,76,Spongdal via Rye skole
Hangeråsen,700,76,Trondheim S via Hangerslettvegen
Hangran,700,114,Spongdal
Hangran,700,209,Spongdal skole
Hangran,700,209,Haugrønning
Hangran,700,212,Spongdal
Hangran,700,76,Spongdal via Hangerslettvegen
Hangran,700,76,Flakkråa via Hangerslettvegen
Hangran,700,76,Rye via Hangerslettvegen
Hangran,700,76,Flakkråa via Rye skole
Hangran,700,76,Spongdal via Rye skole
Hangran,700,76,Trondheim S via Hangerslettvegen
Hansensvingen,700,116,Stjørdal via Strindh.-Hommelvik
Hansensvingen,700,70,Strindheim via Hommelvik
Hansensvingen,700,70,Strindheim
Hansensvingen,700,70,Stjørdal via Hommelvik
Hansensvingen,700,70,Hommelvik
Hansensvingen,700,70,Stjørdal via Strindh.-Hommelvik
Hansensvingen,700,70,Marienborg via Hommelvik-Strindh
Hansensvingen,700,70,Marienborg via Strindh.-sentrum
Hansensvingen,700,70,Marienborg
Hansensvingen,700,70,B Marienborg via Dyre Halses gt.
Hansensvingen,700,70,D Hommelvik via Dyre Halses gt.
Hansensvingen,700,79,Vikhammeråsen
Hansensvingen,700,79,Strindheim via Vikelvveien
Hansensvingen,700,79,Vikhammeråsen via Dyre Halses gt
Hansensvingen,700,79,Sluppen via Gildheim-Dyre H. gt.
Hansensvingen,700,79,Lerkendal via Gildheim-Dyre H.
Hansensvingen,700,79,Strindheim via Nedre Humlehaugen
Hanskemakerbakken,700,114,Spongdal
Hanskemakerbakken,700,21,Trolla via sentrum - Ila
Hanskemakerbakken,700,21,Pirbadet via Ila-sentrum
Hanskemakerbakken,700,350,Rissa
Hanskemakerbakken,700,350,Trondheim S
Hanskemakerbakken,700,350,Trondheim
Hanskemakerbakken,700,452,Trondheim S via Rissa
Hanskemakerbakken,700,452,Trondheim S
Hanskemakerbakken,700,452,Sandviksberget via Rissa
Hanskemakerbakken,700,75,Spongdal via Klefstadhaugen
Hanskemakerbakken,700,75,Trondheim S via Spongdalsvegen
Hanskemakerbakken,700,75,Trondheim S via Rye skole
Hanskemakerbakken,700,76,Spongdal via Hangerslettvegen
Hanskemakerbakken,700,76,Trondheim S via Hangerslettvegen
Haugan,700,116,Stjørdal via Strindh.-Hommelvik
Haugan,700,70,Strindheim via Hommelvik
Haugan,700,70,Strindheim
Haugan,700,70,Stjørdal via Hommelvik
Haugan,700,70,Hommelvik
Haugan,700,70,Stjørdal via Strindh.-Hommelvik
Haugan,700,70,Marienborg via Hommelvik-Strindh
Haugan,700,70,Marienborg via Strindh.-sentrum
Haugan,700,70,Marienborg
Haugan,700,70,B Marienborg via Dyre Halses gt.
Haugan,700,70,D Hommelvik via Dyre Halses gt.
Haugbjørg,700,210,Lauglo
Haugbjørg,700,217,Lund
Haugbjørg,700,78,Spongdal via Ringvål
Haugbjørg,700,78,Spongdal via Mebygda
Haugbjørg,700,78,Heimdal via Mebygda
Haugnessvingen,700,103,Sjetnmarka via Kroppanmarka
Haugnessvingen,700,10,Sæterbakken via sentrum
Haugnessvingen,700,10,Sjetnmarka via Strindheim
Haugnessvingen,700,10,Sjetnmarka
Haugnessvingen,700,24,Trondheim S via Okstad østre
Haugnessvingen,700,24,Trondheim S via Kroppanmarka
Haugnessvingen,700,24,Trondheim S
Haugnessvingen,700,24,Okstad via Kroppanmarka
Haugnessvingen,700,24,Sjetnmarka via Kroppanm.-Okstad
Haugnessvingen,700,24,City Syd via Kroppanm.-Okstad
Haugnessvingen,700,24,City Syd via Kroppanmarka
Haugnessvingen,700,51,St. Olavs H. via Kroppan-Nardo
Haugnessvingen,700,51,Sandmoen via Nardo-Kroppanmarka
Haugrønning,700,114,Spongdal
Haugrønning,700,209,Spongdal skole
Haugrønning,700,209,Haugrønning
Haugrønning,700,212,Spongdal
Haugrønning,700,76,Spongdal via Hangerslettvegen
Haugrønning,700,76,Flakkråa via Hangerslettvegen
Haugrønning,700,76,Rye via Hangerslettvegen
Haugrønning,700,76,Flakkråa via Rye skole
Haugrønning,700,76,Spongdal via Rye skole
Haugrønning,700,76,Trondheim S via Hangerslettvegen
Haukvik,700,4101,Fannrem stasjon via fv. 800
Haukvik,700,4101,Trondheim S via fv. 800
Haukvik,700,410,Orkanger via fv. 800 og Grønnøra
Haukvik,700,410,Orkanger skysst. via fv. 800
Haukvik,700,410,Fannrem via fv. 800 og Orkanger
Haukvik,700,410,Trondheim S via fv. 800
Haukvik,700,410,Trondheim S via fv. 800 og Oti
Haukvik,700,410,Fannrem via fv.800 og AMFI Oti
Haukvik,700,410,Trondheim S
Haukvik,700,410,Follo via Orkanger via fv. 800
Haukvik,700,410,Orkanger via Skaun u.skole
Havdal,700,5001,Gimse skole
Havdal,700,5001,Melhus skysstasjon
Havdal,700,5001,Rødde
Havdal,700,5001,Gimse skole via Høyeggen skole
Havdal,700,5001,Sjøla
Havenget,700,4101,Fannrem stasjon via fv. 800
Havenget,700,4101,Trondheim S via fv. 800
Havenget,700,410,Orkanger via fv. 800 og Grønnøra
Havenget,700,410,Orkanger skysst. via fv. 800
Havenget,700,410,Fannrem via fv. 800 og Orkanger
Havenget,700,410,Trondheim S via fv. 800
Havenget,700,410,Trondheim S via fv. 800 og Oti
Havenget,700,410,Fannrem via fv.800 og AMFI Oti
Havenget,700,410,Trondheim S
Havenget,700,410,Follo via Orkanger via fv. 800
Havenget,700,410,Orkanger via Skaun u.skole
Havenget,700,5109,Skaun u.skole via Buvik skole
Havenget,700,5109,Sandvika
Havenget,700,5109,Lereggen
Havstad,700,13,Havstad via Lerkendal
Havstad,700,13,Østmarka
Havstadsenteret,700,101,Flatåsen via Byåsen
Havstadsenteret,700,105,Buenget
Havstadsenteret,700,23,Sandmoen via St. Olavs H-Byåsen
Havstadsenteret,700,23,Pirbadet
Havstadsenteret,700,3,Hallset via sentrum
Havstadsenteret,700,3,Lohove via sentrum
Havstadsenteret,700,52,St. Olavs H. via Flatåsen-Byåsen
Havstadsenteret,700,52,Saupstad via Byåsen-Heimdal
Havstadsenteret,700,53,Sandmoen via Flatåsen
Heggdalen,700,12,Marienborg via Strindh.-sentrum
Heggdalen,700,12,Dragvoll via Strindheim
Heggdalen,700,12,Øya via Strindh.-sentrum
Heggdalen,700,43,Blakli
Heggdalen,700,43,Voll
Heggdalen,700,43,Bergheim
Heggstad,700,216,Heimdal stasjon
Heggstad,700,216,Skjetlein vgs
Heggstad,700,77,Spongdal via Klett
Heggstad,700,77,Heimdal via Klett
Heggstad,700,77,Klettkrysset
Heggstad,700,77,Spongdal via Klett / Skjetlein
Heggstad,700,77,Heimdal via Skjetlein / Klett
Heggstad,700,77,Heimdal
Heggstad,700,77,Heimdal via Nypvang skole/Klett
Heggstaddalen,700,216,Heimdal stasjon
Heggstaddalen,700,216,Skjetlein vgs
Heggstaddalen,700,77,Spongdal via Klett
Heggstaddalen,700,77,Heimdal via Klett
Heggstaddalen,700,77,Klettkrysset
Heggstaddalen,700,77,Spongdal via Klett / Skjetlein
Heggstaddalen,700,77,Heimdal via Skjetlein / Klett
Heggstaddalen,700,77,Heimdal
Heggstaddalen,700,77,Heimdal via Nypvang skole/Klett
Heggstadmoen 2,700,111,Tiller
Heggstadmoen 2,700,46,Lundåsen via Heimdal
Heggstadmoen 2,700,46,Torgård
Heggstadmoen 2,700,46,Torgård via Heimdal
Heggstadmoen 4,700,111,Tiller
Heggstadmoen 4,700,46,Lundåsen via Heimdal
Heggstadmoen 4,700,46,Torgård
Heggstadmoen 4,700,46,Torgård via Heimdal
Hegsnippen,700,114,Spongdal
Hegsnippen,700,209,Spongdal skole
Hegsnippen,700,212,Rye skole
Hegsnippen,700,212,Spongdal
Hegsnippen,700,217,Lund
Hegsnippen,700,75,Spongdal via Klefstadhaugen
Hegsnippen,700,75,Trondheim S via Spongdalsvegen
Hegsnippen,700,75,Trondheim S via Rye skole
Hegsnippen,700,76,Flakkråa via Rye skole
Hegsnippen,700,76,Spongdal via Rye skole
Heimdal stasjon,700,104,Heimdal via Kolstad
Heimdal stasjon,700,109,Lundåsen via Bjørndalen-Kattem
Heimdal stasjon,700,109,Lundåsen
Heimdal stasjon,700,16,Torgård via Heimdal-Tillerringen
Heimdal stasjon,700,16,Flatåsen/N. Flatåsen via Heimdal
Heimdal stasjon,700,16,Flatåsen via Tillerring.-Heimdal
Heimdal stasjon,700,1,Kattem via Strindheim-sentrum
Heimdal stasjon,700,1,Ranheim via Tiller-sentrum
Heimdal stasjon,700,216,Heimdal stasjon
Heimdal stasjon,700,216,Skjetlein vgs
Heimdal stasjon,700,2,Lund via Lade-sentrum-Kolstad
Heimdal stasjon,700,2,Strindheim via Kolstad-sentrum
Heimdal stasjon,700,46,Lundåsen via Heimdal
Heimdal stasjon,700,46,Torgård
Heimdal stasjon,700,46,Heimdal stasjon
Heimdal stasjon,700,46,Torgård via Heimdal
Heimdal stasjon,700,50,Sandmoen via Saupstad-Heimdal
Heimdal stasjon,700,50,Sverresborg via Flatåsen-Byåsen
Heimdal stasjon,700,50,Heimdal
Heimdal stasjon,700,52,St. Olavs H. via Flatåsen-Byåsen
Heimdal stasjon,700,52,Saupstad via Byåsen-Heimdal
Heimdal stasjon,700,53,Sandmoen via Flatåsen
Heimdal stasjon,700,77,Spongdal via Klett
Heimdal stasjon,700,77,Heimdal via Klett
Heimdal stasjon,700,77,Klettkrysset
Heimdal stasjon,700,77,Spongdal via Klett / Skjetlein
Heimdal stasjon,700,77,Heimdal via Skjetlein / Klett
Heimdal stasjon,700,77,Heimdal
Heimdal stasjon,700,77,Heimdal via Nypvang skole/Klett
Heimdal stasjon,700,78,Spongdal via Ringvål
Heimdal stasjon,700,78,Spongdal via Mebygda
Heimdal stasjon,700,78,Ringvål
Heimdal stasjon,700,78,Heimdal via Mebygda
Heimdal stasjon,700,78,Heimdal
Heimdalshallen,700,16,Torgård via Heimdal-Tillerringen
Heimdalshallen,700,16,Flatåsen/N. Flatåsen via Heimdal
Heimdalshallen,700,16,Flatåsen via Tillerring.-Heimdal
Heimdalsvegen 73,700,216,Heimdal stasjon
Heimdalsvegen 73,700,216,Skjetlein vgs
Heimdalsvegen 73,700,77,Spongdal via Klett
Heimdalsvegen 73,700,77,Heimdal via Klett
Heimdalsvegen 73,700,77,Klettkrysset
Heimdalsvegen 73,700,77,Spongdal via Klett / Skjetlein
Heimdalsvegen 73,700,77,Heimdal via Skjetlein / Klett
Heimdalsvegen 73,700,77,Heimdal
Heimdalsvegen 73,700,77,Heimdal via Nypvang skole/Klett
Henrik Ourens veg,700,113,Strindheim via Moholt
Henrik Ourens veg,700,113,Granåslia via Moholt
Henrik Ourens veg,700,12,Marienborg via Strindh.-sentrum
Henrik Ourens veg,700,12,Dragvoll via Strindheim
Henrik Ourens veg,700,12,Øya via Strindh.-sentrum
Herlofsonløypa,900,9,Lian
Herlofsonløypa,900,9,St. Olavs gate
Hesthagen,700,103,Sjetnmarka via Kroppanmarka
Hesthagen,700,104,Heimdal via Kolstad
Hesthagen,700,109,Lundåsen via Bjørndalen-Kattem
Hesthagen,700,109,Lundåsen
Hesthagen,700,10,Ratesvingen via Strindheim
Hesthagen,700,10,Sæterbakken via sentrum
Hesthagen,700,10,Rate via Strindheim
Hesthagen,700,10,Sjetnmarka via Strindheim
Hesthagen,700,10,Vikåsen via sentrum-Strindheim
Hesthagen,700,10,Sjetnmarka
Hesthagen,700,10,Rate
Hesthagen,700,110,Brekkåsen
Hesthagen,700,110,Brekkåsen via Melhus
Hesthagen,700,111,Tiller
Hesthagen,700,112,Sandmoen / Klæbu via Nidarvoll
Hesthagen,700,115,Steinan via Risvollan
Hesthagen,700,11,Stavset via sentrum
Hesthagen,700,11,Risvollan via sentrum
Hesthagen,700,13,Havstad via Lerkendal
Hesthagen,700,13,Østmarka
Hesthagen,700,1,Kattem via Strindheim-sentrum
Hesthagen,700,1,Ranheim via Tiller-sentrum
Hesthagen,700,1,Tillerterminalen via sentrum
Hesthagen,700,1,Strindheim via sentrum
Hesthagen,700,20,Romolslia via Strindh.-Ladeham.
Hesthagen,700,20,Grillstad via Sluppen-Ladehammeren
Hesthagen,700,20,Grillstad via Tempeveien-Ladeham.
Hesthagen,700,24,Trondheim S via Okstad østre
Hesthagen,700,24,Trondheim S via Kroppanmarka
Hesthagen,700,24,Trondheim S
Hesthagen,700,24,Okstad via Kroppanmarka
Hesthagen,700,24,Sjetnmarka via Kroppanm.-Okstad
Hesthagen,700,24,City Syd via Kroppanm.-Okstad
Hesthagen,700,24,City Syd via Kroppanmarka
Hesthagen,700,2,Lund via Lade-sentrum-Kolstad
Hesthagen,700,2,Strindheim via Kolstad-sentrum
Hesthagen,700,2,Husebytunet via sentrum
Hesthagen,700,2,Midteggen via sentrum
Hesthagen,700,2,Strindheim via sentrum-Lade
Hesthagen,700,51,St. Olavs H. via Kroppan-Nardo
Hesthagen,700,51,Sandmoen via Nardo-Kroppanmarka
Hesthagen,700,53,Sandmoen via Flatåsen
Hesthagen,700,54,Sandmoen via Lade-sentrum
Hesthagen,700,70,Marienborg
Hesthagen,700,71,Dora via Klettkrysset-Tiller
Hesthagen,700,71,Brekkåsen via Tillerterm.-Melhus
Hesthagen,700,71,Dora via Klettkrysset-E6
Hesthagen,700,71,71E Dora ekspress
Hesthagen,700,71,Brekkåsen
Hesthagen,700,71,Melhus
Hesthagen,700,72,Trondheim S
Hesthagen,700,72,Klæbu
Hesthagen,700,79,Vikhammeråsen via Dyre Halses gt
Hesthagen,700,79,Sluppen via Gildheim-Dyre H. gt.
Hesthagen,700,79,Lerkendal via Gildheim-Dyre H.
Hestsjøen,700,215,Nypvang skole
Hestsjøen,700,215,Fjøsvollan via Ringvål
Hestsjøen,700,215,Fjøsvollan
Hestsjøen,700,217,Lund
Hestsjøen,700,78,Spongdal via Ringvål
Hestsjøen,700,78,Spongdal via Mebygda
Hestsjøen,700,78,Ringvål
Hestsjøen,700,78,Heimdal via Mebygda
Hestsjøen,700,78,Heimdal
Hoeggen skole,700,115,Steinan via Risvollan
Hoeggen skole,700,22,Tyholt via Othilienborg-sentrum
Hoeggen skole,700,22,Vestlia via sentrum-Othilienborg
Holten,700,73,Tempe
Holten,700,73,Klæbu
Holten,700,73,Klæbu - Sørborgen skole
Hornebergvegen,700,24,Trondheim S via Okstad østre
Hornebergvegen,700,24,Trondheim S via Kroppanmarka
Hornebergvegen,700,24,Trondheim S
Hornebergvegen,700,24,Okstad via Kroppanmarka
Hornebergvegen,700,24,Sjetnmarka via Kroppanm.-Okstad
Hornebergvegen,700,24,City Syd via Kroppanm.-Okstad
Hornebergvegen,700,24,City Syd via Kroppanmarka
Hospitalskirka,700,105,Buenget
Hospitalskirka,700,108,Stavset
Hospitalskirka,700,114,Spongdal
Hospitalskirka,700,11,Stavset via sentrum
Hospitalskirka,700,11,Risvollan via sentrum
Hospitalskirka,700,11,Stavset
Hospitalskirka,700,21,Trolla via sentrum - Ila
Hospitalskirka,700,21,Pirbadet via Ila-sentrum
Hospitalskirka,700,21,Pirbadet
Hospitalskirka,700,21,Ilsvika
Hospitalskirka,700,21,Ilsvika via sentrum
Hospitalskirka,700,21,Pirbadet via sentrum
Hospitalskirka,700,26,Skistua
Hospitalskirka,700,26,Sentrum
Hospitalskirka,700,28,Ilsvika via Singsaker
Hospitalskirka,700,28,Pirbadet via Singsaker
Hospitalskirka,700,3,Hallset via sentrum
Hospitalskirka,700,3,Lohove via sentrum
Hospitalskirka,700,52,St. Olavs H. via Flatåsen-Byåsen
Hospitalskirka,700,52,Saupstad via Byåsen-Heimdal
Hospitalskirka,700,53,Sandmoen via Flatåsen
Hospitalskirka,700,75,Spongdal via Klefstadhaugen
Hospitalskirka,700,75,Trondheim S via Spongdalsvegen
Hospitalskirka,700,75,Trondheim S via Rye skole
Hospitalskirka,700,76,Spongdal via Hangerslettvegen
Hospitalskirka,700,76,Trondheim S via Hangerslettvegen
Hospitalskirka,900,9,Lian
Hospitalskirka,900,9,St. Olavs gate
Hundhamaren,700,116,Stjørdal via Strindh.-Hommelvik
Hundhamaren,700,70,Strindheim via Hommelvik
Hundhamaren,700,70,Strindheim
Hundhamaren,700,70,Stjørdal via Hommelvik
Hundhamaren,700,70,Hommelvik
Hundhamaren,700,70,Stjørdal via Strindh.-Hommelvik
Hundhamaren,700,70,Marienborg via Hommelvik-Strindh
Hundhamaren,700,70,Marienborg via Strindh.-sentrum
Hundhamaren,700,70,Marienborg
Hundhamaren,700,70,B Marienborg via Dyre Halses gt.
Hundhamaren,700,70,D Hommelvik via Dyre Halses gt.
Husebytunet,700,104,Heimdal via Kolstad
Husebytunet,700,16,Torgård via Heimdal-Tillerringen
Husebytunet,700,16,Flatåsen/N. Flatåsen via Heimdal
